"last_name, first_name",player_id,year,home_run,xba,xslg,xwoba,xobp,xiso,xwobacon,xbacon,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent
"Gurriel, Yuli",493329,2022,8,0.24,0.319,0.271,0.286,0.079,0.28,0.276,88.2,14.6,30.3,1.9,4.4,35.6
"Rojas, Miguel",500743,2022,6,0.264,0.347,0.293,0.31,0.083,0.306,0.302,86.1,10.1,33.1,1.9,5.6,27.1
"Escobar, Eduardo",500871,2022,20,0.243,0.427,0.314,0.3,0.183,0.385,0.326,88.3,20.6,38.7,9.4,8.9,37.6
"Pham, Tommy",502054,2022,17,0.238,0.383,0.311,0.315,0.145,0.383,0.34,92.2,7.7,33.2,7.9,8.2,48.5
"Martinez, J.D.",502110,2022,16,0.26,0.471,0.349,0.33,0.211,0.429,0.355,89.1,14.1,42,12.5,8.9,41.7
"Goldschmidt, Paul",502671,2022,35,0.261,0.482,0.367,0.357,0.221,0.426,0.348,90.8,15.7,31.8,11.6,9.9,47.4
"Altuve, Jose",514888,2022,28,0.269,0.44,0.354,0.362,0.171,0.367,0.323,85.9,16.1,35.4,7.7,6.6,29.7
"Hernandez, Cesar",514917,2022,1,0.248,0.329,0.29,0.312,0.081,0.317,0.312,84.8,9.3,33.3,2.4,4.9,29.7
"Marte, Starling",516782,2022,16,0.276,0.428,0.336,0.332,0.153,0.386,0.348,86.8,7.5,38.5,6.8,7,33.9
"Donaldson, Josh",518626,2022,15,0.215,0.37,0.299,0.303,0.154,0.36,0.309,90.7,12,34.8,9.8,6.3,43.3
"Freeman, Freddie",518692,2022,21,0.313,0.538,0.403,0.4,0.225,0.44,0.376,91.3,13.6,42.9,9.9,8.5,47.8
"LeMahieu, DJ",518934,2022,12,0.274,0.403,0.344,0.369,0.13,0.344,0.321,89.2,3,32.8,5.3,6.8,41.1
"Rizzo, Anthony",519203,2022,32,0.239,0.454,0.349,0.35,0.215,0.374,0.303,89.4,19.3,34.2,10.9,7.7,41
"Flores, Wilmer",527038,2022,19,0.233,0.37,0.31,0.322,0.137,0.323,0.288,87.8,20.7,35.7,6.3,5.4,35.4
"Ozuna, Marcell",542303,2022,23,0.256,0.478,0.337,0.303,0.222,0.421,0.343,89.4,16.5,31.8,13.1,4,43.8
"Aguilar, Jesus",542583,2022,16,0.24,0.393,0.298,0.288,0.153,0.364,0.321,87.7,19.1,39.7,6.9,7.7,36
"Cron, C.J.",543068,2022,29,0.243,0.435,0.32,0.305,0.192,0.406,0.34,88.7,14.2,36.8,10.8,5.5,42.3
"Semien, Marcus",543760,2022,26,0.243,0.394,0.306,0.301,0.151,0.333,0.295,87.3,19.9,32.4,6.8,6.2,34.9
"Springer III, George",543807,2022,25,0.265,0.437,0.342,0.342,0.172,0.374,0.328,88.7,13.9,31.8,8.4,7.2,42.3
"Grichuk, Randal",545341,2022,19,0.229,0.37,0.281,0.271,0.141,0.343,0.305,90,8.7,27.3,6.8,6.6,43.6
"Abreu, Jose",547989,2022,15,0.296,0.486,0.373,0.372,0.19,0.41,0.361,92.2,8,34.5,9.5,7.7,51.8
"Suarez, Eugenio",553993,2022,31,0.22,0.454,0.339,0.321,0.234,0.446,0.343,89.8,19.9,36.4,14.8,7.4,43.5
"Urshela, Gio",570482,2022,13,0.268,0.416,0.323,0.324,0.148,0.362,0.329,88.9,11.8,38.6,7,6.6,37.6
"Schoop, Jonathan",570731,2022,11,0.228,0.338,0.268,0.267,0.111,0.318,0.294,87,9.7,29.1,4.8,6.6,38.6
"Arenado, Nolan",571448,2022,30,0.266,0.445,0.339,0.335,0.18,0.349,0.304,88.8,21.7,35.4,8.2,7.8,38.9
"Farmer, Kyle",571657,2022,14,0.258,0.38,0.311,0.32,0.122,0.339,0.317,85.5,12.7,37.7,4.4,6.9,33.8
"Muncy, Max",571970,2022,21,0.208,0.417,0.339,0.342,0.209,0.383,0.299,90.3,20.9,34.3,13.4,10.3,45.6
"Pollock, AJ",572041,2022,14,0.258,0.419,0.317,0.305,0.161,0.364,0.321,88.8,11.6,32.9,9.4,5.8,42
"Voit III, Luke",572228,2022,22,0.222,0.434,0.322,0.306,0.212,0.43,0.341,89.8,18.4,34.6,14.7,8.3,44.3
"Walker, Christian",572233,2022,36,0.257,0.484,0.359,0.343,0.227,0.407,0.331,90,17,33.3,11.5,6.5,44
"Yastrzemski, Mike",573262,2022,17,0.22,0.392,0.314,0.313,0.172,0.369,0.309,89.9,19.9,36.2,11.1,5.1,42.5
"Canha, Mark",592192,2022,13,0.245,0.362,0.323,0.351,0.117,0.332,0.309,87.7,10.9,32.2,4.9,6.8,36.6
"Castellanos, Nick",592206,2022,13,0.25,0.395,0.302,0.293,0.145,0.37,0.332,87.5,14.6,36.9,6.6,6.1,35.1
"Drury, Brandon",592273,2022,28,0.242,0.42,0.316,0.303,0.179,0.373,0.318,89.1,13.8,34.8,10.4,7.3,42.2
"Judge, Aaron",592450,2022,62,0.305,0.706,0.463,0.422,0.401,0.611,0.437,95.9,15,39,26.5,7.2,61.8
"Machado, Manny",592518,2022,32,0.264,0.447,0.338,0.338,0.183,0.396,0.343,91.5,16,36.7,9.8,9.8,49
"Realmuto, J.T.",592663,2022,22,0.275,0.463,0.351,0.342,0.188,0.412,0.357,90.3,13.1,35.6,11.3,6.7,47.2
"Renfroe, Hunter",592669,2022,29,0.24,0.438,0.323,0.303,0.199,0.39,0.321,90.5,17.7,32.7,10.9,6.4,43.6
"Yelich, Christian",592885,2022,14,0.254,0.399,0.335,0.356,0.145,0.391,0.351,91.5,3.6,30.3,8.2,6.7,48.6
"Merrifield, Whit",593160,2022,11,0.24,0.356,0.288,0.292,0.116,0.31,0.288,87.1,15.1,37.9,4.2,7.3,31.1
"Bogaerts, Xander",593428,2022,15,0.259,0.383,0.323,0.338,0.124,0.354,0.328,88.1,10.2,30.3,6.5,4.9,39.5
"Profar, Jurickson",595777,2022,15,0.251,0.359,0.315,0.34,0.108,0.323,0.306,87.5,12.9,34.7,4,4.6,34.3
"Baez, Javier",595879,2022,17,0.23,0.378,0.285,0.272,0.149,0.357,0.313,87.9,9.6,29.7,8,4.9,38
"Lindor, Francisco",596019,2022,26,0.254,0.427,0.331,0.326,0.173,0.37,0.32,89.3,13.8,29.2,8.3,6.2,41.3
"Bell, Josh",605137,2022,17,0.273,0.424,0.349,0.369,0.151,0.366,0.332,88.9,8.4,30.7,7.2,3.7,40.8
"Betts, Mookie",605141,2022,35,0.254,0.465,0.344,0.327,0.211,0.373,0.309,90.5,18.6,36.2,9.7,8.7,44.9
"Hernandez, Teoscar",606192,2022,25,0.265,0.501,0.351,0.314,0.236,0.47,0.38,92.6,11.6,36.3,15,7.5,53.3
"Marte, Ketel",606466,2022,12,0.251,0.377,0.315,0.333,0.126,0.341,0.315,90.1,13.5,31.6,6.1,5.8,41.9
"Nimmo, Brandon",607043,2022,16,0.261,0.409,0.342,0.357,0.148,0.361,0.326,89.4,6.1,28.1,7,3.6,39.8
"Turner, Trea",607208,2022,21,0.276,0.432,0.335,0.327,0.156,0.387,0.348,88.9,10.2,35.3,7.6,6.5,41.6
"Ramirez, Jose",608070,2022,29,0.255,0.408,0.32,0.337,0.153,0.331,0.295,87.7,20.7,33.7,6.6,6.4,36.9
"Bregman, Alex",608324,2022,23,0.257,0.416,0.35,0.369,0.159,0.337,0.299,88.9,19.5,36.2,7.3,9.4,37.8
"Seager, Corey",608369,2022,33,0.283,0.51,0.372,0.354,0.226,0.413,0.343,91.1,13.6,38.4,10.5,9.9,45.5
"Winker, Jesse",608385,2022,14,0.249,0.403,0.345,0.369,0.154,0.361,0.32,87.7,16.8,32,7.6,3.1,34.3
"Swanson, Dansby",621020,2022,25,0.257,0.461,0.337,0.314,0.204,0.43,0.36,90.2,15.7,37,10.8,8,46.3
"Correa, Carlos",621043,2022,22,0.276,0.484,0.363,0.353,0.208,0.422,0.357,89.9,11.6,35.3,11.4,5.7,44.7
"Ward, Taylor",621493,2022,23,0.268,0.474,0.361,0.352,0.206,0.42,0.354,90,15.8,41.8,12.4,7.4,42.9
"Wisdom, Patrick",621550,2022,25,0.188,0.38,0.295,0.284,0.191,0.399,0.311,90.7,21,29.8,14.2,6.2,46.3
"Olson, Matt",621566,2022,34,0.248,0.467,0.347,0.334,0.219,0.422,0.343,92.9,16.1,33.8,13.6,7.6,50.9
"Mateo, Jorge",622761,2022,13,0.222,0.344,0.272,0.269,0.122,0.348,0.315,86.8,14.8,35.5,6,5.7,32.7
"Santander, Anthony",623993,2022,33,0.257,0.471,0.352,0.335,0.214,0.395,0.325,90.1,21.4,33.5,11.6,8.1,43.3
"Alonso, Pete",624413,2022,40,0.262,0.486,0.353,0.345,0.225,0.403,0.33,89.8,18.2,34.5,12.3,4.8,44.8
"Frazier, Adam",624428,2022,3,0.262,0.339,0.297,0.324,0.077,0.302,0.301,85.1,13.6,37.7,1.5,4,24.5
"Cronenworth, Jake",630105,2022,17,0.221,0.356,0.303,0.319,0.135,0.318,0.282,87.6,18.2,32.3,5.6,6.9,34.1
"Bellinger, Cody",641355,2022,19,0.213,0.354,0.278,0.271,0.141,0.348,0.303,89.4,20.3,34.4,8.3,5.8,38.1
"Crawford, J.P.",641487,2022,6,0.255,0.337,0.315,0.353,0.081,0.306,0.302,85.1,8.9,32.4,2,4.7,29.7
"Mancini III, Trey",641820,2022,18,0.245,0.41,0.327,0.328,0.165,0.383,0.332,89.5,12.7,39.6,9.8,10.3,40.4
"McMahon, Ryan",641857,2022,20,0.247,0.423,0.33,0.329,0.175,0.407,0.351,91.7,10.8,36.4,10.4,6.7,46.5
"Tellez, Rowdy",642133,2022,35,0.252,0.479,0.349,0.337,0.226,0.404,0.328,91.1,15.3,31.4,12.9,7.3,46
"Rosario, Amed",642708,2022,11,0.276,0.396,0.31,0.308,0.12,0.354,0.335,88.4,5,31.1,4.5,5.5,38.3
"Adames, Willy",642715,2022,31,0.238,0.451,0.323,0.299,0.213,0.414,0.335,88.9,18.9,36.4,13,6.5,43.6
"Estrada, Thairo",642731,2022,14,0.246,0.352,0.299,0.312,0.107,0.319,0.301,86.2,8.1,31.6,4.4,4.7,31.1
"Benintendi, Andrew",643217,2022,5,0.273,0.407,0.334,0.347,0.134,0.351,0.326,89.2,12.6,39.2,5.1,6.2,38.7
"Kemp, Tony",643393,2022,7,0.219,0.291,0.267,0.294,0.072,0.257,0.254,84.4,15,33.9,1.6,4.1,14.9
"Kiner-Falefa, Isiah",643396,2022,4,0.262,0.333,0.29,0.317,0.071,0.304,0.306,86.2,4.3,29.6,1.2,4.3,30.1
"McNeil, Jeff",643446,2022,9,0.28,0.389,0.323,0.341,0.109,0.325,0.314,86.9,12.8,39,2.7,5.2,30.2
"Devers, Rafael",646240,2022,27,0.282,0.497,0.361,0.348,0.215,0.42,0.355,93.1,11.3,33.1,11.5,7.7,50.9
"Arraez, Luis",650333,2022,8,0.288,0.408,0.333,0.35,0.121,0.326,0.311,88.9,12.9,38.7,3.6,5.7,30.2
"Torres, Gleyber",650402,2022,24,0.244,0.441,0.319,0.298,0.198,0.385,0.321,90.4,17.5,36.2,10.7,8.5,45.3
"Diaz, Yandy",650490,2022,9,0.288,0.424,0.365,0.395,0.137,0.353,0.329,92.2,7.7,30.7,4.8,8.9,49
"Rengifo, Luis",650859,2022,17,0.254,0.392,0.296,0.285,0.138,0.333,0.303,86.9,9.9,31.1,5.4,4.9,33.6
"Chapman, Matt",656305,2022,27,0.234,0.44,0.341,0.331,0.206,0.425,0.342,92.2,19,34,12.9,8.8,51.2
"Hoskins, Rhys",656555,2022,30,0.239,0.445,0.338,0.327,0.207,0.408,0.333,90.1,18.1,37.3,11.1,5.9,44.3
"Mullins II, Cedric",656775,2022,16,0.232,0.349,0.288,0.297,0.117,0.318,0.293,88.8,17.4,29.3,4.9,5.9,37.3
"Schwarber, Kyle",656941,2022,46,0.237,0.535,0.375,0.341,0.298,0.501,0.365,93.3,19.2,35.4,20.1,8.7,54.4
"Thomas, Lane",657041,2022,17,0.222,0.357,0.286,0.286,0.135,0.339,0.302,86.4,12.5,32.6,6.5,5.7,34.5
"Verdugo, Alex",657077,2022,11,0.278,0.428,0.329,0.327,0.151,0.353,0.323,89.1,8.4,37.8,6,7.6,38.2
"Ohtani, Shohei",660271,2022,34,0.275,0.549,0.383,0.358,0.274,0.481,0.377,92.9,12.1,35,16.8,5.6,49.8
"Acuna Jr., Ronald",660670,2022,15,0.272,0.484,0.365,0.358,0.212,0.444,0.371,91.2,10.8,32.8,12.8,6.1,49.7
"Varsho, Daulton",662139,2022,27,0.213,0.389,0.298,0.285,0.175,0.355,0.294,87.7,14.9,33.6,10.2,8.4,35.6
"Hoerner, Nico",663538,2022,10,0.27,0.367,0.301,0.318,0.097,0.314,0.306,87.2,10.6,32.4,2.6,4.7,33.5
"Riley, Austin",663586,2022,38,0.271,0.531,0.378,0.348,0.26,0.468,0.371,92.5,12.9,37.7,15.7,8.4,50.8
"Mountcastle, Ryan",663624,2022,22,0.277,0.509,0.362,0.332,0.232,0.463,0.381,91.3,15.9,39.5,15,4.7,46.3
"Hayes, Ke'Bryan",663647,2022,7,0.25,0.354,0.303,0.321,0.105,0.347,0.33,91,5.2,30.6,3.9,6.2,46.8
"Tucker, Kyle",663656,2022,30,0.262,0.482,0.353,0.336,0.22,0.386,0.319,90,19,34.4,10.2,10.2,42.4
"Grisham, Trent",663757,2022,17,0.205,0.358,0.296,0.303,0.153,0.361,0.305,88.3,15.1,25.5,8.1,5.8,35.5
"Rodgers, Brendan",663898,2022,13,0.265,0.404,0.326,0.33,0.139,0.361,0.331,90,4.6,31.3,7.2,5.6,45.9
"Lowe, Nathaniel",663993,2022,27,0.275,0.459,0.344,0.333,0.184,0.419,0.365,90.2,8.2,34.1,9.9,5.2,44.8
"Happ, Ian",664023,2022,17,0.239,0.379,0.306,0.315,0.14,0.359,0.322,89.7,10.9,29.2,6.5,6.5,40.4
"France, Ty",664034,2022,20,0.262,0.397,0.321,0.33,0.135,0.342,0.315,87.6,10,34.8,5.4,5,36.8
"Straw, Myles",664702,2022,0,0.236,0.301,0.275,0.306,0.065,0.278,0.281,87,9.8,34.1,0.7,4.8,26.5
"Bohm, Alec",664761,2022,13,0.29,0.436,0.333,0.327,0.146,0.383,0.353,90.2,10.4,37.7,6.8,6,43
"Brown, Seth",664913,2022,25,0.251,0.454,0.338,0.324,0.203,0.426,0.354,89.2,15.8,34.9,13,5.4,41.4
"Pena, Jeremy",665161,2022,22,0.248,0.397,0.3,0.285,0.149,0.376,0.333,88.1,8.7,32.9,9.7,5.4,36.7
"Guerrero Jr., Vladimir",665489,2022,32,0.276,0.459,0.347,0.341,0.183,0.385,0.336,92.8,4.3,27.9,11.2,6.8,50.4
"Soto, Juan",665742,2022,27,0.266,0.501,0.401,0.42,0.235,0.402,0.326,91,9.1,28.5,12.4,7.2,47.4
"Gimenez, Andres",665926,2022,17,0.257,0.4,0.326,0.336,0.143,0.368,0.332,87.8,11.7,31.3,6.2,6.5,37.8
"Bichette, Bo",666182,2022,24,0.278,0.444,0.334,0.322,0.166,0.408,0.364,91.9,8.5,33.3,9.6,7.2,50.3
"Garcia, Adolis",666969,2022,27,0.244,0.447,0.322,0.296,0.204,0.422,0.347,92.1,13.2,36.9,12.9,9.3,47.4
"Arozarena, Randy",668227,2022,20,0.234,0.382,0.301,0.301,0.148,0.36,0.318,89.9,8.8,28.2,7.9,5.8,41
"Reynolds, Bryan",668804,2022,27,0.249,0.416,0.329,0.334,0.167,0.385,0.336,90.2,12,35.5,7.9,6,42.9
"Rojas, Josh",668942,2022,9,0.239,0.361,0.305,0.324,0.123,0.33,0.304,88.8,11.9,33.5,4.5,4.8,36.1
"Melendez Jr., MJ",669004,2022,18,0.237,0.41,0.332,0.334,0.173,0.392,0.331,90.7,15.1,31,10.4,6.8,43.5
"Murphy, Sean",669221,2022,18,0.255,0.439,0.344,0.34,0.184,0.39,0.332,88.7,11.5,34.7,10.5,6.5,41.4
"Edman, Tommy",669242,2022,13,0.258,0.38,0.308,0.318,0.122,0.341,0.319,88.6,8.7,31.6,6.2,5.1,37.8
"Smith, Will",669257,2022,24,0.257,0.473,0.352,0.341,0.216,0.382,0.315,89.9,18.4,36.8,10.3,7.2,43
"Hays, Austin",669720,2022,16,0.24,0.372,0.298,0.298,0.132,0.337,0.306,87.7,11.3,32.3,5.2,7.1,37.7
"Alvarez, Yordan",670541,2022,37,0.329,0.672,0.462,0.43,0.343,0.548,0.423,95.2,12.3,40.7,21,7.5,59.8
"Kirk, Alejandro",672386,2022,14,0.278,0.431,0.351,0.367,0.153,0.347,0.316,90.5,8.1,32,6.7,6.5,45.4
"Kim, Ha-Seong",673490,2022,11,0.25,0.368,0.309,0.324,0.119,0.33,0.307,86.7,16.1,34,4.2,6.1,32.4
"Rodriguez, Julio",677594,2022,28,0.254,0.46,0.337,0.319,0.206,0.428,0.356,92,10.1,32.7,13.1,8.4,50.7
"Witt Jr., Bobby",677951,2022,20,0.252,0.427,0.313,0.294,0.174,0.377,0.326,89.7,16.8,32.5,8.7,4.6,38.6
"Kwan, Steven",680757,2022,6,0.268,0.341,0.312,0.348,0.073,0.298,0.3,85.1,11.8,34.6,1.4,2.6,20.8
"Vaughn, Andrew",683734,2022,17,0.255,0.415,0.319,0.311,0.16,0.357,0.316,90.8,7.5,34.1,7.9,10,48.6
"Turner, Justin",457759,2023,23,0.259,0.443,0.336,0.33,0.184,0.368,0.318,89.5,16.5,36.8,5.7,9.3,39
"Santana, Carlos",467793,2023,23,0.236,0.373,0.306,0.316,0.137,0.321,0.29,88.8,12.8,31.3,6.7,4.7,36.4
"Goldschmidt, Paul",502671,2023,25,0.267,0.486,0.367,0.363,0.22,0.439,0.366,91.3,12.8,35.6,12,8.5,50.8
"Freeman, Freddie",518692,2023,29,0.32,0.564,0.409,0.401,0.244,0.462,0.393,90,15.2,46.6,11.1,8.8,42.2
"LeMahieu, DJ",518934,2023,15,0.252,0.384,0.32,0.335,0.133,0.365,0.335,89.6,3.8,31.6,5.9,6.4,43
"Perez, Salvador",521692,2023,23,0.264,0.458,0.326,0.304,0.194,0.408,0.35,90.1,15.6,38,8.8,9.7,44
"Ozuna, Marcell",542303,2023,40,0.284,0.583,0.4,0.357,0.3,0.491,0.38,91.8,15.6,34.9,16.6,6.5,49
"Semien, Marcus",543760,2023,29,0.263,0.426,0.335,0.338,0.163,0.351,0.313,88.4,19.1,37.5,6.5,6.9,37
"Springer III, George",543807,2023,21,0.262,0.418,0.332,0.334,0.156,0.368,0.331,88.3,12,32.2,7.7,6.5,39.9
"Harper, Bryce",547180,2023,21,0.287,0.522,0.397,0.4,0.235,0.468,0.391,91.8,9.1,36.8,15.2,6.7,46.8
"Abreu, Jose",547989,2023,18,0.243,0.4,0.31,0.306,0.157,0.363,0.322,89,10.8,32.5,8.7,4.6,41.6
"Diaz, Elias",553869,2023,14,0.243,0.372,0.295,0.295,0.129,0.35,0.321,88.1,12.7,31.2,6.2,4.3,38.4
"Suarez, Eugenio",553993,2023,22,0.223,0.423,0.328,0.318,0.199,0.425,0.344,90.3,18.9,37.7,13.2,6.8,43
"Arenado, Nolan",571448,2023,26,0.264,0.433,0.321,0.315,0.169,0.359,0.318,88.8,16.9,33,7.3,6,38.1
"Hernandez, Enrique",571771,2023,11,0.222,0.333,0.271,0.278,0.111,0.301,0.279,87.8,17,31,4.5,5.1,33.7
"Muncy, Max",571970,2023,36,0.234,0.502,0.365,0.353,0.268,0.446,0.338,91.2,21.7,33.7,14.6,8.4,46.6
"Walker, Christian",572233,2023,33,0.25,0.462,0.342,0.328,0.212,0.384,0.317,88,15.8,32.6,11.4,6,40.4
"Canha, Mark",592192,2023,11,0.246,0.377,0.322,0.343,0.131,0.324,0.298,87.9,13.1,30.9,4.7,6.6,36.7
"Castellanos, Nick",592206,2023,29,0.259,0.444,0.323,0.301,0.185,0.424,0.365,88.9,14.4,36.5,10.3,7.4,43.2
"Drury, Brandon",592273,2023,26,0.253,0.439,0.319,0.299,0.187,0.407,0.349,89.9,11.8,35,11,7.6,46.3
"Machado, Manny",592518,2023,30,0.251,0.455,0.332,0.315,0.204,0.372,0.312,91,15,30.2,10.5,7.7,45.9
"Realmuto, J.T.",592663,2023,20,0.254,0.463,0.336,0.315,0.208,0.424,0.353,89.8,16.7,36.2,11.2,7,43.3
"Renfroe, Hunter",592669,2023,20,0.224,0.365,0.289,0.29,0.141,0.335,0.298,88.3,15,29.5,6.1,6.9,39.1
"Rosario, Eddie",592696,2023,21,0.254,0.437,0.32,0.304,0.183,0.393,0.339,88.6,14.5,35.9,9.5,5.6,35.4
"Yelich, Christian",592885,2023,19,0.277,0.45,0.358,0.37,0.174,0.419,0.372,91.7,3.5,30.4,9.2,6.1,50.1
"Merrifield, Whit",593160,2023,11,0.241,0.329,0.274,0.29,0.088,0.301,0.293,85.1,14.4,37.2,2.4,5.3,24.3
"Bogaerts, Xander",593428,2023,19,0.252,0.395,0.317,0.322,0.143,0.339,0.308,87.6,7.9,28.3,6.1,4.5,34.6
"Profar, Jurickson",595777,2023,9,0.245,0.344,0.305,0.327,0.099,0.32,0.306,86.5,14.8,37.7,4,5.1,31.8
"Baez, Javier",595879,2023,9,0.238,0.358,0.284,0.285,0.12,0.34,0.316,88,9.4,28.9,5.2,7,39.7
"Lindor, Francisco",596019,2023,31,0.253,0.454,0.345,0.338,0.202,0.388,0.326,91.2,19.2,35.8,10.4,7.2,43.9
"Candelario, Jeimer",600869,2023,22,0.233,0.405,0.319,0.32,0.172,0.36,0.309,88.3,14.1,36.9,7.9,7.3,36.4
"Bell, Josh",605137,2023,22,0.263,0.457,0.346,0.341,0.194,0.405,0.348,90.1,9.3,31.3,10.1,5.3,43
"Betts, Mookie",605141,2023,39,0.295,0.565,0.411,0.399,0.271,0.442,0.358,92.4,20.6,42.5,12.4,11.2,48.5
"Davis, J.D.",605204,2023,18,0.241,0.41,0.324,0.322,0.169,0.406,0.351,91.1,7.8,33.5,9.6,6.3,45.2
"Arcia, Orlando",606115,2023,17,0.246,0.398,0.309,0.305,0.153,0.348,0.31,88.2,5.4,30.6,6.9,4.6,41.1
"Hernandez, Teoscar",606192,2023,26,0.257,0.471,0.336,0.307,0.215,0.467,0.386,91.3,12.3,35.2,13.8,6.4,49.4
"Marte, Ketel",606466,2023,25,0.266,0.424,0.342,0.353,0.158,0.366,0.33,91.1,10.7,30.8,8,6,42.8
"Nimmo, Brandon",607043,2023,24,0.264,0.453,0.355,0.356,0.19,0.405,0.35,91.8,12.2,33.5,9.5,6.4,47.9
"Turner, Trea",607208,2023,26,0.266,0.442,0.33,0.32,0.177,0.394,0.347,89.9,13,36.1,8.4,6.9,42.2
"Ramirez, Jose",608070,2023,24,0.297,0.478,0.36,0.372,0.181,0.376,0.336,90,18,36.8,7,6.3,40.4
"Bregman, Alex",608324,2023,25,0.262,0.423,0.349,0.364,0.161,0.34,0.304,88.6,17.6,35.8,5.4,10.1,38.2
"Seager, Corey",608369,2023,33,0.312,0.608,0.413,0.379,0.296,0.473,0.38,93.3,13,38,15.2,11.4,53.2
"Meneses, Joey",608841,2023,13,0.241,0.354,0.285,0.29,0.113,0.325,0.305,89.4,9.4,32.9,5.4,5,41.7
"Swanson, Dansby",621020,2023,22,0.254,0.455,0.346,0.337,0.201,0.415,0.349,89.3,13,35.1,10.9,7.3,39.7
"Correa, Carlos",621043,2023,18,0.25,0.418,0.329,0.333,0.168,0.383,0.337,90.4,10.6,31.1,9.6,7,45.9
"Olson, Matt",621566,2023,54,0.263,0.561,0.394,0.373,0.298,0.474,0.36,93.7,16.1,31,16.4,9.2,55.5
"Santander, Anthony",623993,2023,28,0.235,0.421,0.318,0.307,0.187,0.376,0.316,90.6,20.2,33,10.2,8.4,46
"Alonso, Pete",624413,2023,46,0.244,0.528,0.37,0.343,0.284,0.439,0.331,89.5,18.2,32.3,14.7,6.4,40.1
"Soler, Jorge",624585,2023,36,0.262,0.531,0.376,0.353,0.269,0.461,0.362,91.3,17.8,36.5,15,10.4,48
"Cronenworth, Jake",630105,2023,10,0.236,0.366,0.304,0.319,0.129,0.326,0.297,87.4,15.2,35.7,4.4,8.4,33.2
"Anderson, Tim",641313,2023,1,0.25,0.33,0.279,0.293,0.08,0.337,0.333,87.8,2,32.4,2.9,5.9,39.4
"Bellinger, Cody",641355,2023,26,0.27,0.437,0.331,0.327,0.167,0.362,0.323,87.9,17.2,38,6.1,5.4,31.4
"Crawford, J.P.",641487,2023,19,0.256,0.379,0.339,0.372,0.123,0.356,0.334,88.3,15.1,35.3,4.8,6.5,36.2
"McMahon, Ryan",641857,2023,23,0.242,0.441,0.333,0.325,0.199,0.449,0.375,90.8,9.7,39.4,11.4,6.4,44.2
"Smith, Dominic",642086,2023,12,0.256,0.397,0.322,0.329,0.141,0.34,0.31,86.3,12.8,37,6.6,3.7,30.8
"Rosario, Amed",642708,2023,6,0.269,0.374,0.303,0.312,0.105,0.345,0.333,88.3,7.6,33.8,3.4,5.8,39.4
"Adames, Willy",642715,2023,24,0.242,0.442,0.341,0.334,0.2,0.415,0.344,87.4,18.2,35,12.4,4.1,36.5
"Estrada, Thairo",642731,2023,14,0.247,0.368,0.293,0.295,0.121,0.351,0.327,85.9,10.8,34.7,4.8,3.7,33.7
"Benintendi, Andrew",643217,2023,5,0.267,0.37,0.309,0.332,0.102,0.325,0.316,86.6,14.5,40.9,2.9,3.4,27
"McNeil, Jeff",643446,2023,10,0.246,0.333,0.29,0.312,0.087,0.281,0.276,86,14.4,32.1,1.3,5.7,27.4
"Albies, Ozzie",645277,2023,33,0.266,0.468,0.342,0.325,0.203,0.378,0.322,88.7,16.6,37.4,8.2,10.5,39
"Devers, Rafael",646240,2023,33,0.28,0.536,0.38,0.361,0.256,0.441,0.358,93.1,12.4,30,12.7,8.5,55.1
"Arraez, Luis",650333,2023,10,0.325,0.453,0.353,0.367,0.128,0.357,0.345,88.3,11.5,44.7,3.5,3.7,25.7
"Torres, Gleyber",650402,2023,25,0.28,0.474,0.361,0.356,0.193,0.385,0.335,89.7,15.1,37.3,7.9,7.5,40.3
"Diaz, Yandy",650490,2023,22,0.301,0.479,0.381,0.387,0.178,0.41,0.367,93.4,5.7,30.5,9.5,6.5,54
"De La Cruz, Bryan",650559,2023,19,0.27,0.439,0.33,0.319,0.169,0.403,0.359,89.9,11.8,41,8.8,7.2,42.5
"Chapman, Matt",656305,2023,17,0.229,0.457,0.339,0.323,0.228,0.43,0.34,93.4,18.5,32.4,17.1,7.8,56.4
"McKinstry, Zach",656716,2023,9,0.245,0.389,0.311,0.316,0.144,0.357,0.322,87.2,17.8,37.1,7.6,5.9,33.5
"Schwarber, Kyle",656941,2023,47,0.219,0.485,0.365,0.362,0.266,0.463,0.345,92.4,19,34.3,16.4,6.7,48.8
"Thomas, Lane",657041,2023,28,0.254,0.433,0.319,0.304,0.179,0.403,0.349,88.5,10.8,36.8,9.6,6.5,40.7
"Verdugo, Alex",657077,2023,13,0.275,0.413,0.33,0.338,0.138,0.357,0.332,89.2,8.8,35.4,5,6.3,37.6
"Ohtani, Shohei",660271,2023,44,0.294,0.634,0.428,0.406,0.34,0.544,0.412,94.4,13.2,35.6,19.6,6.4,54.2
"Acuna Jr., Ronald",660670,2023,41,0.356,0.66,0.463,0.434,0.304,0.496,0.409,94.7,7.4,33.6,15.3,9.1,55.2
"Ruiz, Keibert",660688,2023,18,0.272,0.42,0.322,0.319,0.148,0.332,0.305,87.4,15.3,39.4,5.8,4.9,31.9
"Contreras, William",661388,2023,17,0.253,0.432,0.336,0.336,0.18,0.381,0.329,91.3,4.7,27.1,9.4,6.2,48.7
