"last_name, first_name",player_id,year,home_run,xba,xslg,xwoba,xobp,xiso,xwobacon,xbacon,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,hard_hit_percent
"Healy, Ryon",592387,2017,25,0.253,0.446,0.313,0.287,0.193,0.392,0.337,88.3,12.8,35.6,7.6,7.3,40.4
"Judge, Aaron",592450,2017,52,0.287,0.668,0.45,0.427,0.381,0.641,0.466,95,15.8,38.2,25.7,7.7,54.7
"Machado, Manny",592518,2017,33,0.279,0.517,0.36,0.333,0.238,0.409,0.341,91.3,13.6,30.3,10.5,8.4,47.5
"Realmuto, J.T.",592663,2017,17,0.279,0.444,0.335,0.335,0.165,0.384,0.349,88.2,10.1,32.6,6.3,5.4,35.5
"Rosario, Eddie",592696,2017,27,0.264,0.478,0.332,0.306,0.214,0.383,0.324,87.2,13.3,32.4,7.4,6.3,31.8
"Simmons, Andrelton",592743,2017,14,0.261,0.381,0.307,0.318,0.119,0.309,0.294,86.1,7.8,31.3,2.5,5.7,28.7
"Yelich, Christian",592885,2017,18,0.281,0.453,0.357,0.371,0.172,0.403,0.363,90.6,4.6,29.5,7,5.5,45.8
"Merrifield, Whit",593160,2017,19,0.275,0.454,0.327,0.314,0.179,0.359,0.321,87.6,16.4,36.5,5.1,6.3,29.6
"Bogaerts, Xander",593428,2017,10,0.243,0.332,0.287,0.317,0.089,0.309,0.305,87.3,8.1,26.7,1.3,3.7,30.2
"Polanco, Jorge",593871,2017,13,0.24,0.362,0.291,0.302,0.122,0.305,0.286,85,16.3,31.4,2.6,3.5,25.8
"Calhoun, Kole",594777,2017,19,0.249,0.412,0.327,0.34,0.163,0.364,0.325,88.3,12.3,34.9,5.7,5.7,35.5
"Duvall, Adam",594807,2017,31,0.226,0.42,0.301,0.284,0.194,0.377,0.315,87.3,21.1,34.6,8.9,5.6,32.6
"Schebler, Scott",594988,2017,30,0.256,0.493,0.348,0.33,0.237,0.424,0.346,89.1,11.6,30,10.2,7.6,40.8
"Baez, Javier",595879,2017,23,0.239,0.429,0.295,0.287,0.189,0.406,0.346,87.9,10.1,28.2,8.4,5.7,36
"Lindor, Francisco",596019,2017,33,0.28,0.5,0.357,0.345,0.22,0.382,0.327,89.1,14.6,32.2,7.1,6.9,35.9
"Odor, Rougned",596059,2017,30,0.23,0.404,0.289,0.277,0.174,0.362,0.313,89.1,15.9,27.2,6,8.2,36.6
"Story, Trevor",596115,2017,24,0.217,0.409,0.299,0.289,0.192,0.422,0.35,89.4,19.2,37.1,10.5,6.4,38.3
"Sanchez, Gary",596142,2017,33,0.288,0.552,0.385,0.356,0.264,0.472,0.386,90.8,13.1,33.5,11.8,6.8,42.9
"Kepler, Max",596146,2017,19,0.244,0.375,0.302,0.315,0.131,0.338,0.314,88.7,13.2,31.9,4,5.7,36.7
"Franco, Maikel",596748,2017,24,0.246,0.397,0.303,0.299,0.151,0.33,0.296,88.8,11.5,26.6,6,4.9,36.2
"Bradley Jr., Jackie",598265,2017,17,0.238,0.407,0.316,0.319,0.169,0.369,0.322,88.3,9.5,30.6,7.5,3.9,40
"Bell, Josh",605137,2017,26,0.261,0.432,0.333,0.341,0.171,0.371,0.33,87.6,8.6,28.9,6.4,5.3,34.3
"Betts, Mookie",605141,2017,24,0.273,0.436,0.34,0.355,0.163,0.344,0.313,88.4,14.3,31.9,4.5,7,37.9
"Panik, Joe",605412,2017,10,0.256,0.374,0.307,0.324,0.118,0.304,0.287,85,11.4,32.9,2.6,4.5,23.9
"Arcia, Orlando",606115,2017,15,0.243,0.352,0.278,0.296,0.109,0.318,0.304,85.7,6.8,28.7,3.9,2.7,27.6
"Peraza, Jose",606299,2017,5,0.282,0.365,0.301,0.32,0.083,0.327,0.33,82.8,11.2,32.5,1.7,2.1,20
"Pillar, Kevin",607680,2017,16,0.27,0.401,0.311,0.315,0.131,0.34,0.321,86,13,33.3,3.4,5.2,29.1
"Ramirez, Jose",608070,2017,29,0.302,0.487,0.36,0.36,0.185,0.376,0.34,88.2,15,35.5,5,7.1,34.7
"Bregman, Alex",608324,2017,19,0.274,0.439,0.338,0.344,0.165,0.362,0.328,87.6,16.4,34.5,4.7,6.2,34.3
"Gallo, Joey",608336,2017,41,0.224,0.56,0.379,0.345,0.335,0.57,0.398,93.3,23,36,22.1,8.3,52.2
"Seager, Corey",608369,2017,22,0.3,0.522,0.383,0.381,0.221,0.455,0.395,89.7,11.1,40.4,8.5,6.8,44.3
"Mazara, Nomar",608577,2017,20,0.248,0.424,0.318,0.319,0.176,0.365,0.32,89,11.3,30.5,6.5,7.7,37.1
"Swanson, Dansby",621020,2017,6,0.244,0.343,0.295,0.327,0.099,0.338,0.326,86.9,8.3,31.2,3,3.2,32.5
"Taylor, Chris",621035,2017,21,0.27,0.453,0.342,0.339,0.182,0.424,0.375,87.1,12.2,39.7,8,7,34.1
"Buxton, Byron",621439,2017,16,0.236,0.387,0.298,0.3,0.151,0.394,0.352,88.1,15.2,32.3,5.6,5,32
"Margot, Manuel",622534,2017,13,0.259,0.369,0.3,0.313,0.11,0.347,0.334,85.3,10.4,34.5,2.6,4.1,29.3
"Puig, Yasiel",624577,2017,28,0.269,0.492,0.359,0.354,0.223,0.4,0.337,88.5,10.4,27.2,9.4,5,37.6
"Anderson, Tim",641313,2017,17,0.24,0.381,0.274,0.261,0.14,0.364,0.333,85.6,8,31.8,5.1,4.9,31.1
"Bellinger, Cody",641355,2017,39,0.254,0.54,0.365,0.343,0.285,0.473,0.365,90.8,17.5,35.3,12.2,8.3,45.7
"Mancini III, Trey",641820,2017,24,0.264,0.481,0.338,0.314,0.216,0.421,0.356,88.6,7.1,30.9,10,5.4,41.2
"Benintendi, Andrew",643217,2017,20,0.265,0.435,0.338,0.349,0.17,0.366,0.327,87.5,14.7,31.7,5.5,5.1,33.4
"Martinez, Victor",400121,2018,9,0.266,0.406,0.313,0.314,0.14,0.323,0.296,87.8,14.1,35.1,4.7,4.9,30.6
"Mauer, Joe",408045,2018,6,0.295,0.448,0.354,0.365,0.153,0.39,0.359,91.1,4.4,36.9,5,7.2,44.3
"Choo, Shin-Soo",425783,2018,21,0.25,0.464,0.362,0.365,0.214,0.42,0.345,89.3,6.1,35.9,11.1,6.9,40.5
"Molina, Yadier",425877,2018,20,0.266,0.432,0.329,0.321,0.166,0.348,0.309,88.2,15.4,37.6,5.5,7,33.8
"Encarnacion, Edwin",429665,2018,32,0.245,0.479,0.356,0.341,0.234,0.421,0.336,89.9,18,34.1,11.2,8,41.4
"Jones, Adam",430945,2018,15,0.269,0.411,0.311,0.303,0.142,0.349,0.319,88.3,13.2,35.6,4.9,5.3,33.1
"Kinsler, Ian",435079,2018,14,0.248,0.368,0.301,0.31,0.119,0.305,0.285,85.3,17.7,36.6,3.1,3.8,26.2
"Desmond, Ian",435622,2018,22,0.228,0.384,0.303,0.301,0.156,0.354,0.307,90.1,0.1,28.5,7,5.3,43.2
"Cruz Jr., Nelson",443558,2018,37,0.281,0.566,0.396,0.365,0.284,0.469,0.367,93.9,12.8,31.3,13.8,7,51.7
"Peralta, David",444482,2018,30,0.278,0.472,0.35,0.34,0.194,0.412,0.358,91.5,6.7,32.9,7.8,8.4,46.3
"Escobar, Alcides",444876,2018,4,0.238,0.327,0.274,0.288,0.089,0.29,0.28,84.6,10.6,30.3,2.1,3.5,21.5
"Jay, Jon",445055,2018,3,0.251,0.333,0.293,0.316,0.082,0.31,0.305,85.1,4.2,31.8,1.8,3,21.4
"Longoria, Evan",446334,2018,16,0.249,0.428,0.31,0.289,0.178,0.367,0.315,88.5,13.6,32.6,7.6,6,37.2
"Davis, Chris",448801,2018,16,0.188,0.354,0.272,0.263,0.166,0.389,0.318,89.3,15.1,35.5,10.3,7.8,40.1
"Zobrist, Ben",450314,2018,9,0.275,0.39,0.333,0.354,0.115,0.333,0.315,89.9,9,35,3,5.7,38.7
"Cabrera, Asdrubal",452678,2018,23,0.251,0.432,0.32,0.306,0.181,0.373,0.32,90,14.6,33.1,7.2,8.4,39.3
"Blackmon, Charlie",453568,2018,29,0.276,0.445,0.346,0.346,0.169,0.394,0.351,87.5,12,34.9,6.5,4.8,35.2
"Markakis, Nick",455976,2018,14,0.293,0.425,0.345,0.366,0.132,0.355,0.335,90.6,10.1,38.4,3.1,6,41.6
"Nunez, Eduardo",456488,2018,10,0.258,0.349,0.28,0.286,0.092,0.309,0.303,88.3,9.4,27.2,3.4,2.4,35.7
"Cain, Lorenzo",456715,2018,10,0.282,0.389,0.342,0.373,0.107,0.353,0.34,89.1,4.9,30.9,3.4,4,40.5
"McCutchen, Andrew",457705,2018,20,0.26,0.444,0.36,0.373,0.185,0.4,0.345,90,13.4,36.2,8.4,7.7,41.9
"Upton, Justin",457708,2018,30,0.25,0.466,0.354,0.342,0.216,0.458,0.374,90.7,11.9,34.7,14,6.6,47.4
"Votto, Joey",458015,2018,12,0.285,0.472,0.391,0.42,0.187,0.406,0.357,88.1,13.4,45.9,6.7,10.6,35.1
"Gardner, Brett",458731,2018,12,0.226,0.334,0.293,0.315,0.108,0.301,0.281,88,9.4,30.6,2.8,5.1,32.9
"Gordon, Alex",460086,2018,13,0.253,0.423,0.329,0.331,0.171,0.382,0.333,88.5,10.9,36.5,6.8,6.5,39.7
"Kemp, Matt",461314,2018,21,0.273,0.522,0.359,0.326,0.248,0.446,0.363,89.6,15.8,42.1,11,5.9,39.1
"Santana, Carlos",467793,2018,24,0.245,0.418,0.347,0.368,0.174,0.339,0.291,88.9,15.4,30.1,6.9,6.7,39.1
"Gonzalez, Carlos",471865,2018,16,0.245,0.386,0.3,0.301,0.141,0.358,0.323,89.7,9,30,6.2,6.5,39.1
"Alonso, Yonder",475174,2018,23,0.254,0.441,0.331,0.322,0.188,0.388,0.331,87.8,15.7,36.9,9.8,5,37.5
"Smoak, Justin",475253,2018,25,0.224,0.434,0.337,0.336,0.211,0.402,0.322,89.5,15,36.9,10.8,7.7,42.5
"Lowrie, Jed",476704,2018,23,0.246,0.408,0.327,0.335,0.162,0.354,0.312,89.2,17.4,38,5.3,9.6,37.9
"Brantley Jr., Michael",488726,2018,17,0.306,0.452,0.357,0.365,0.147,0.364,0.341,90.2,9.5,38.3,3.5,6,38.4
"Gurriel, Yuli",493329,2018,13,0.258,0.36,0.29,0.296,0.102,0.304,0.292,89.3,11.5,32.6,1.9,5.2,36.6
"Solarte, Yangervis",500208,2018,17,0.251,0.387,0.301,0.3,0.137,0.323,0.295,87.1,14.1,30,4.5,4.8,32
"Rojas, Miguel",500743,2018,11,0.264,0.351,0.293,0.309,0.087,0.311,0.306,84.7,9.3,35.2,0.9,3.1,23.8
"Escobar, Eduardo",500871,2018,23,0.247,0.43,0.323,0.316,0.183,0.374,0.317,86.5,18.9,38.6,8.3,6.7,27.6
"Martinez, Jose",500874,2018,17,0.301,0.512,0.378,0.362,0.211,0.432,0.374,91,8.1,37.5,9.4,7.6,44.6
"Davis, Khris",501981,2018,48,0.247,0.566,0.376,0.329,0.318,0.486,0.353,92.5,18.1,37.7,17.2,7.6,48.1
"Pham, Tommy",502054,2018,21,0.283,0.498,0.376,0.373,0.215,0.461,0.391,93,6.6,38.7,10.1,8.1,49.9
"Martinez, J.D.",502110,2018,43,0.307,0.619,0.418,0.383,0.312,0.52,0.409,93,10.8,40,16,8.8,52.7
"Goldschmidt, Paul",502671,2018,33,0.271,0.533,0.384,0.373,0.262,0.48,0.383,90.8,15.7,37.1,13.6,9.3,44
"Gonzalez, Marwin",503556,2018,16,0.243,0.413,0.321,0.322,0.17,0.379,0.329,89.1,11.3,35.7,6.8,8.9,41.5
"Altuve, Jose",514888,2018,13,0.288,0.449,0.352,0.36,0.162,0.37,0.337,87.2,10.1,34,5.9,5.2,33.8
"Hernandez, Cesar",514917,2018,15,0.242,0.352,0.316,0.35,0.11,0.346,0.327,85.8,11.5,30,4.2,2.9,28.6
"Segura, Jean",516416,2018,10,0.273,0.393,0.31,0.313,0.12,0.326,0.307,87.7,7.8,30,3.6,4.2,32.3
"Castro, Starlin",516770,2018,12,0.257,0.402,0.311,0.311,0.145,0.357,0.322,88.5,8.4,32,6.9,4.2,36.2
"Marte, Starling",516782,2018,20,0.266,0.456,0.335,0.319,0.19,0.384,0.331,88.4,8.9,31.5,7.5,6.2,38.8
"Dietrich, Derek",518618,2018,16,0.237,0.382,0.303,0.306,0.145,0.367,0.329,87.4,15.8,34.1,6.1,5.5,37.8
"Freeman, Freddie",518692,2018,23,0.298,0.533,0.388,0.381,0.235,0.448,0.378,89.1,14.5,44.7,9.3,7.9,39.8
"Grandal, Yasmani",518735,2018,24,0.222,0.438,0.337,0.335,0.216,0.387,0.308,88.9,14.1,32.9,11.6,7.2,40.4
"LeMahieu, DJ",518934,2018,15,0.276,0.419,0.326,0.324,0.143,0.353,0.324,91.3,5.9,31.3,5.2,5.7,43.2
"Moustakas, Mike",519058,2018,28,0.257,0.461,0.336,0.321,0.204,0.37,0.31,89.5,19.9,31.3,8.8,6.5,39.1
"Rizzo, Anthony",519203,2018,25,0.291,0.47,0.367,0.386,0.179,0.377,0.336,90.1,14.7,36.2,6.5,7.1,40.6
"Stanton, Giancarlo",519317,2018,38,0.241,0.477,0.345,0.325,0.236,0.46,0.363,93.7,11.7,30,15.1,7.9,50.8
"Galvis, Freddy",520471,2018,13,0.218,0.341,0.273,0.276,0.123,0.321,0.29,88.6,13.7,32.3,3.9,6.1,28.9
"Perez, Salvador",521692,2018,27,0.256,0.477,0.334,0.296,0.221,0.396,0.325,91.3,18,35.4,10.8,8.6,47.5
"Inciarte, Ender",542255,2018,10,0.254,0.341,0.296,0.318,0.087,0.303,0.298,84.9,10.9,32.8,1.5,3.5,18.7
"Ozuna, Marcell",542303,2018,23,0.285,0.498,0.358,0.332,0.213,0.413,0.351,91.5,10.8,30.3,9.7,6.9,45.1
"Villar, Jonathan",542340,2018,14,0.223,0.351,0.288,0.293,0.128,0.352,0.317,88.5,3.2,27.2,5.1,4.8,36
"Aguilar, Jesus",542583,2018,35,0.253,0.489,0.356,0.338,0.235,0.44,0.355,89.8,16.2,38.2,11.4,7.2,42.9
"Crawford, Brandon",543063,2018,14,0.251,0.376,0.305,0.326,0.125,0.353,0.327,87.5,11.3,37.2,3.6,6.3,33.3
"Cron, C.J.",543068,2018,30,0.247,0.483,0.345,0.319,0.236,0.433,0.345,88,15.2,34.3,12.2,6.1,36.6
"Hicks, Aaron",543305,2018,27,0.262,0.465,0.372,0.382,0.204,0.404,0.341,89.7,13.2,34.2,8.8,7.2,43
"Hosmer, Eric",543333,2018,18,0.239,0.374,0.302,0.312,0.135,0.35,0.314,88.7,-1.5,26.3,5.9,4,38.2
"Kipnis, Jason",543401,2018,18,0.237,0.394,0.318,0.324,0.157,0.345,0.302,86.9,17.8,34.4,6.6,5,31.6
"Rendon, Anthony",543685,2018,24,0.302,0.538,0.384,0.369,0.237,0.417,0.352,90.7,17.9,39.8,10.3,8.1,44.8
"Semien, Marcus",543760,2018,15,0.245,0.38,0.305,0.311,0.135,0.337,0.307,86.8,15.5,34.9,4.5,6.7,32.1
"Shaw, Travis",543768,2018,32,0.242,0.46,0.35,0.348,0.218,0.379,0.308,88.9,16.9,31.2,10.3,6,38.3
"Springer III, George",543807,2018,22,0.253,0.459,0.346,0.336,0.206,0.389,0.325,88.6,9.5,30.1,8.9,6.6,37.4
"Strange-Gordon, Dee",543829,2018,4,0.265,0.325,0.272,0.287,0.06,0.302,0.309,83.2,5.8,30.2,0.2,1.6,12.5
"Gregorius, Didi",544369,2018,27,0.257,0.398,0.318,0.327,0.14,0.323,0.294,87,16,32.8,4.7,5.6,30.8
"Trout, Mike",545361,2018,39,0.294,0.602,0.434,0.446,0.308,0.509,0.396,91.2,18.6,41,16.5,8.3,46.2
"Herrera, Odubel",546318,2018,22,0.231,0.357,0.286,0.289,0.127,0.328,0.297,86.7,13.2,28.8,4.9,5.8,31.9
"Harper, Bryce",547180,2018,34,0.263,0.519,0.391,0.406,0.256,0.469,0.374,91,14.4,35.1,11.5,8.7,45.4
"Abreu, Jose",547989,2018,22,0.277,0.493,0.356,0.341,0.216,0.419,0.354,91.3,12.2,35.4,9.1,7.6,45.2
"Suarez, Eugenio",553993,2018,34,0.275,0.515,0.373,0.362,0.24,0.455,0.374,91.2,14.8,38.6,9.7,8.4,45.6
"Polanco, Gregory",570256,2018,23,0.244,0.445,0.339,0.335,0.201,0.392,0.326,88.9,20.1,33.6,9.4,7.1,37.8
"Sanchez, Yolmer",570560,2018,8,0.235,0.344,0.289,0.301,0.109,0.326,0.305,86.7,9.3,35.1,3,4.5,28.3
"Arenado, Nolan",571448,2018,38,0.267,0.477,0.353,0.35,0.21,0.397,0.336,89.8,15.3,35.6,7.2,8.4,40.5
"Barnhart, Tucker",571466,2018,10,0.239,0.351,0.301,0.321,0.112,0.322,0.301,87.1,12.4,35.7,3.5,4.9,30.3
"Gennett, Scooter",571697,2018,23,0.257,0.403,0.311,0.311,0.146,0.36,0.326,87.3,14,37.5,5.8,4.7,32.3
"Hamilton, Billy",571740,2018,4,0.222,0.266,0.256,0.29,0.044,0.293,0.304,80.5,15.3,36.6,0.5,0.8,8.5
"Haniger, Mitch",571745,2018,26,0.277,0.498,0.37,0.362,0.221,0.436,0.367,90.2,12.7,36.5,10.3,5.5,43.2
"Piscotty, Stephen",572039,2018,27,0.268,0.492,0.356,0.332,0.224,0.407,0.337,88.5,13.2,34.3,9.6,7.1,38.7
"Seager, Kyle",572122,2018,22,0.246,0.411,0.305,0.297,0.164,0.365,0.321,89.8,18.5,37,5.6,8.2,39.6
"Carpenter, Matt",572761,2018,36,0.265,0.54,0.389,0.383,0.275,0.473,0.368,90.7,21.6,44.1,13.7,11.5,44.7
"Dickerson, Corey",572816,2018,13,0.283,0.45,0.33,0.317,0.167,0.374,0.336,87.9,15.1,37.6,6.1,5.6,32.4
"Dozier, Brian",572821,2018,21,0.204,0.343,0.288,0.299,0.138,0.306,0.267,86.8,17.5,30.5,6.3,6.5,29.4
"Contreras, Willson",575929,2018,10,0.218,0.361,0.303,0.314,0.144,0.336,0.293,88.2,8,28.9,7.3,5.3,33.3
"Castellanos, Nick",592206,2018,23,0.296,0.525,0.374,0.353,0.229,0.46,0.39,89.6,15.2,45.3,11.2,7.8,40.7
"Healy, Ryon",592387,2018,24,0.258,0.442,0.322,0.3,0.184,0.389,0.335,89.6,12.3,32.2,7.1,6.5,41.6
"Machado, Manny",592518,2018,37,0.284,0.512,0.369,0.357,0.229,0.408,0.34,91.6,14.4,33.8,11.3,7.7,48.2
"Realmuto, J.T.",592663,2018,21,0.271,0.472,0.351,0.337,0.201,0.404,0.346,88.9,14.5,39.8,9,5.6,41.2
"Rosario, Eddie",592696,2018,24,0.242,0.424,0.302,0.281,0.183,0.35,0.298,87.7,17.8,32.5,8.3,5.9,34.2
"Simmons, Andrelton",592743,2018,11,0.275,0.388,0.316,0.325,0.113,0.315,0.3,88.2,7.8,28.3,4.1,4.1,36.3
"Yelich, Christian",592885,2018,36,0.312,0.564,0.412,0.393,0.252,0.491,0.409,92.6,5,36.7,12.9,7.9,50.8
"Merrifield, Whit",593160,2018,12,0.281,0.428,0.343,0.35,0.147,0.375,0.343,87,16.9,40.9,4.6,6.8,31.2
"Bogaerts, Xander",593428,2018,23,0.277,0.493,0.363,0.352,0.215,0.406,0.344,90.6,12.6,32.9,9.8,6.5,41.8
"Calhoun, Kole",594777,2018,19,0.248,0.447,0.332,0.32,0.199,0.402,0.337,90.4,12.1,34.3,9.3,8.2,43.1
"Profar, Jurickson",595777,2018,20,0.251,0.394,0.323,0.333,0.143,0.333,0.3,87.3,12.4,33.6,5,4.3,31.8
"Baez, Javier",595879,2018,34,0.267,0.504,0.344,0.306,0.237,0.455,0.37,90.6,9.6,33.1,12.6,6.1,43.3
"Lindor, Francisco",596019,2018,38,0.289,0.512,0.375,0.364,0.223,0.407,0.344,90.6,14.7,34.3,9.3,8.4,41
"Odor, Rougned",596059,2018,18,0.241,0.411,0.318,0.318,0.171,0.38,0.328,90.7,13.9,30.5,7.1,7.3,38.7
"Story, Trevor",596115,2018,37,0.266,0.513,0.358,0.326,0.247,0.458,0.369,91,15.9,38.2,12.7,7.6,46.2
"Kepler, Max",596146,2018,20,0.233,0.404,0.324,0.33,0.171,0.333,0.285,89.5,16.3,30.1,6.6,7.5,38.2
"Bradley Jr., Jackie",598265,2018,13,0.257,0.459,0.343,0.335,0.202,0.426,0.358,92.2,12.3,35.2,10.3,8.2,50.1
"Candelario, Jeimer",600869,2018,19,0.206,0.35,0.292,0.302,0.144,0.337,0.291,87.1,15.3,32,6,4.2,33.6
"Ahmed, Nick",605113,2018,16,0.24,0.373,0.292,0.295,0.133,0.331,0.302,86.9,11.9,36.3,5.1,5.8,30
"Anderson, Brian",605119,2018,11,0.261,0.407,0.334,0.347,0.147,0.367,0.333,90.2,8.7,29.2,5.8,6,42.4
"Bell, Josh",605137,2018,12,0.257,0.417,0.34,0.354,0.16,0.363,0.321,90.2,9.4,29.6,7,6,39.3
"Betts, Mookie",605141,2018,32,0.309,0.606,0.431,0.41,0.297,0.472,0.375,92.2,18.5,39.4,14.1,8.1,50.6
"Smith, Mallex",605480,2018,2,0.255,0.339,0.302,0.331,0.084,0.323,0.32,85.8,3.7,32.2,1.5,3.6,23
"Hernandez, Teoscar",606192,2018,22,0.235,0.5,0.342,0.3,0.265,0.47,0.358,91.9,16.9,35.1,15.5,8.9,46.2
"Peraza, Jose",606299,2018,14,0.273,0.383,0.304,0.314,0.11,0.322,0.309,85.8,15,38.2,2.5,3.3,23.6
"Marte, Ketel",606466,2018,14,0.257,0.394,0.32,0.33,0.137,0.332,0.303,88.8,5.8,28.8,5,5.4,36.9
"Nimmo, Brandon",607043,2018,17,0.241,0.398,0.353,0.386,0.156,0.405,0.357,89.9,10.7,33.4,6.5,7.2,42.1
"Turner, Trea",607208,2018,19,0.273,0.415,0.335,0.347,0.142,0.371,0.342,89.1,9.3,29,5.8,4.9,38.6
"Pillar, Kevin",607680,2018,15,0.28,0.432,0.321,0.31,0.152,0.375,0.343,87.3,16.8,39.3,5.7,9,36.7
"Ramirez, Jose",608070,2018,39,0.261,0.471,0.365,0.382,0.21,0.359,0.301,89,19,34.3,8.3,7.9,35.1
"Bregman, Alex",608324,2018,31,0.267,0.464,0.369,0.38,0.196,0.363,0.312,89.4,16.8,37.9,7.6,8,39.9
"Gallo, Joey",608336,2018,40,0.231,0.543,0.371,0.334,0.312,0.553,0.394,94.3,21.9,37.5,22.5,7.8,49.5
"Mazara, Nomar",608577,2018,20,0.258,0.442,0.332,0.32,0.184,0.395,0.339,90.5,5.3,28.2,8.5,6.4,43.4
"Andujar, Miguel",609280,2018,27,0.275,0.434,0.322,0.309,0.159,0.366,0.329,89.2,12.3,34.6,6.3,5.6,36.5
"Swanson, Dansby",621020,2018,14,0.231,0.363,0.281,0.298,0.132,0.341,0.309,88,14.1,32.1,4.1,5.2,34
"Taylor, Chris",621035,2018,17,0.239,0.406,0.321,0.321,0.167,0.416,0.361,88.9,16.4,39.5,8.3,7.5,38.5
"Wendle, Joey",621563,2018,7,0.26,0.367,0.304,0.323,0.107,0.335,0.322,88.8,10.7,31.8,2.7,5.2,35.7
"Olson, Matt",621566,2018,29,0.25,0.494,0.357,0.338,0.244,0.436,0.347,93.3,18.1,35.1,12.2,9.1,52.2
"Duffy, Matt",622110,2018,4,0.269,0.351,0.31,0.339,0.082,0.33,0.329,86.8,4.8,33.7,1.2,4.1,28.1
"Margot, Manuel",622534,2018,8,0.251,0.367,0.293,0.301,0.116,0.328,0.307,89.4,11.5,34,3.3,8.3,37
"Camargo, Johan",622666,2018,19,0.237,0.373,0.307,0.321,0.136,0.343,0.31,88,12.6,31.2,5,6.4,33.7
"Conforto, Michael",624424,2018,28,0.241,0.426,0.339,0.35,0.185,0.403,0.341,88,12.5,36.3,9.5,6.7,37.4
"Anderson, Tim",641313,2018,20,0.221,0.357,0.272,0.264,0.135,0.336,0.299,85.8,10.8,33.3,4.7,5.4,27.9
"Bellinger, Cody",641355,2018,25,0.237,0.432,0.327,0.326,0.194,0.392,0.327,89.8,16.2,32,8.6,6.8,38.9
"Mancini III, Trey",641820,2018,24,0.251,0.434,0.328,0.311,0.184,0.403,0.342,89.9,5.4,27.6,11.8,4.8,42.9
"Rosario, Amed",642708,2018,9,0.255,0.367,0.29,0.295,0.112,0.344,0.325,87.8,7.9,32.4,3.9,4.1,32.3
"Benintendi, Andrew",643217,2018,16,0.282,0.449,0.353,0.36,0.167,0.381,0.342,88.6,12.8,37.3,6.4,4.1,33.7
"Albies, Ozzie",645277,2018,24,0.246,0.398,0.301,0.291,0.152,0.337,0.3,86.8,16.1,34,4.7,6.6,29.4
"Chapman, Matt",656305,2018,24,0.257,0.432,0.338,0.338,0.175,0.402,0.35,93.1,14.9,30.5,8.9,7.2,47.8
"Hoskins, Rhys",656555,2018,34,0.231,0.454,0.349,0.344,0.223,0.398,0.317,89,22.6,35.8,11.4,9.2,39.5
"Schwarber, Kyle",656941,2018,26,0.245,0.472,0.35,0.362,0.227,0.45,0.363,90.9,12.3,34,12.7,4.8,45
"Moncada, Yoan",660162,2018,17,0.211,0.382,0.298,0.294,0.17,0.404,0.338,91,15.4,36.4,9.6,8.2,44.2
"Pujols, Albert",405395,2019,23,0.251,0.428,0.319,0.314,0.178,0.331,0.29,88.3,12.5,26.5,5.8,3.7,36.6
"Cabrera, Miguel",408234,2019,12,0.27,0.436,0.331,0.337,0.166,0.379,0.344,90.3,12.3,38.2,6.4,7.2,44.7
"Choo, Shin-Soo",425783,2019,24,0.263,0.474,0.362,0.37,0.211,0.434,0.372,91.9,9.2,31.8,8.8,9,49
"Jones, Adam",430945,2019,16,0.257,0.432,0.319,0.312,0.175,0.366,0.325,86.2,13.5,31.3,6.7,5.4,31
"Cruz Jr., Nelson",443558,2019,41,0.29,0.637,0.415,0.377,0.347,0.535,0.409,93.7,13.1,38.3,19.9,8.3,51.5
"Longoria, Evan",446334,2019,20,0.269,0.491,0.351,0.34,0.222,0.416,0.354,89.7,14,35.8,7.5,8.4,40.8
"Fowler, Dexter",451594,2019,19,0.25,0.421,0.34,0.357,0.172,0.397,0.351,85.5,12.9,40.6,7.4,4.6,28.7
"Cabrera, Asdrubal",452678,2019,18,0.238,0.408,0.317,0.326,0.17,0.349,0.307,89.1,14.4,37.3,5.7,6.3,35.3
"Blackmon, Charlie",453568,2019,32,0.295,0.525,0.367,0.348,0.23,0.413,0.357,88.7,14.6,36.8,8.3,7.9,40.3
"Cain, Lorenzo",456715,2019,11,0.287,0.414,0.335,0.352,0.127,0.37,0.354,89.5,6.9,31.1,4.1,5.2,42.1
"Turner, Justin",457759,2019,27,0.286,0.516,0.377,0.372,0.23,0.41,0.351,90.3,17.8,38.6,7.8,9.3,43
"Votto, Joey",458015,2019,15,0.259,0.446,0.347,0.359,0.186,0.387,0.341,88.9,15.2,40.7,6.9,5.7,38.2
"Gardner, Brett",458731,2019,28,0.232,0.361,0.296,0.311,0.129,0.322,0.298,87.7,13.9,28.8,3.9,6,32.6
"Braun, Ryan",460075,2019,22,0.266,0.47,0.339,0.328,0.204,0.399,0.345,91.5,7.3,33.3,9.5,5.3,45.3
"Gordon, Alex",460086,2019,13,0.255,0.422,0.33,0.338,0.167,0.348,0.311,88.7,9.3,33.7,5.4,5.8,38.4
"Andrus, Elvis",462101,2019,12,0.271,0.401,0.311,0.315,0.129,0.342,0.324,88.4,7.2,32.5,3.5,4.5,34.8
"Ramos, Wilson",467092,2019,14,0.262,0.398,0.314,0.328,0.136,0.328,0.305,90,-0.1,25.8,4.7,3.7,42.5
